exterior_color,interior_color,location,make,model,mileage,style,year,engine,accidentCount,ownerCount,isCleanTitle,isFrameDamaged,isLemon,isSalvage,isTheftRecovered,price
White,Black,"New York, NY",Porsche,Cayenne,5989,"S AWD",2019,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,80995.0
Black,Red,"Medford, NY",Porsche,Cayenne,22868,"S AWD",2019,"2.9L V-6 Gas Turbocharged",0,2,1,0,0,0,0,76590.0
Black,Black,"New York, NY",Porsche,Macan,47240,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,55995.0
"Matte Gray",White,"Westbury, NY",Porsche,Macan,36815,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,53900.0
"Dark Blue",Tan,"Ridgewood, NY",Porsche,Cayenne,98957,"Tiptronic AWD",2013,"3.6L V-6 Gas",0,1,1,0,0,0,0,16995.0
"Rhodium Silver Metallic","Saddle Brown","Verona, NJ",Porsche,Macan,28965,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,46111.0
"Rhodium Silver Metallic",Black,"New York, NY",Porsche,911,7523,Carrera,2018,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,90995.0
Black,Espresso,"Mountain Lakes, NJ",Porsche,Cayenne,41080,AWD,2016,"3.6L V-6 Gas",1,2,1,0,0,0,0,28348.0
White,Black,"Medford, NY",Porsche,Macan,39511,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,47990.0
"Rhodium Silver Metallic",Black,"Huntington Station, NY",Porsche,Macan,34515,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,37900.0
"Dolomite Silver Metallic",Black,"Huntington Station, NY",Porsche,Cayenne,6826,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68900.0
Unknown,Black,"Edison, NJ",Porsche,Macan,24240,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,43000.0
White,"Black/Garnet Red","Huntington Station, NY",Porsche,Macan,33456,"Turbo AWD with Performance Package",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69900.0
"Jet Black Metallic",Black,"Avenel, NJ",Porsche,Macan,14629,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,55740.0
Black,Black,"Paterson, NJ",Porsche,Cayenne,143189,"S AWD",2009,"4.8L V-8 Gas",3,3,1,0,0,0,0,8488.0
Black,Black,"Hillside, NJ",Porsche,Panamera,17849,"4 E-Hybrid AWD",2018,"2.9L V-6 Plug-In Hybrid Turbocharged",1,1,1,0,0,0,0,68395.0
Silver,Black,"Medford, NY",Porsche,Cayenne,29063,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,46590.0
Black,Black,"Jamaica, NY",Porsche,Cayenne,26983,AWD,2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,43900.0
"Night Blue Metallic",Gray,"Medford, NY",Porsche,Macan,26501,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,38590.0
"Volcano Gray Metallic",Black,"Larchmont, NY",Porsche,Macan,36215,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,64995.0
"Yachting Blue Metallic",Black,"Medford, NY",Porsche,Panamera,38325,GTS,2015,"4.8L V-8 Gas",0,1,1,0,0,0,0,59590.0
White,Brown,"Medford, NY",Porsche,Macan,6212,"S AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,67990.0
Black,Black,"Elmsford, NY",Porsche,Cayenne,29955,AWD,2016,"3.6L V-6 Gas",0,2,1,0,0,0,0,36485.0
Black,Black,"Medford, NY",Porsche,Macan,48104,"Turbo AWD",2017,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50990.0
Unknown,Black,"Verona, NJ",Porsche,911,27387,"Carrera 4S",2017,"3.0L Flat-6 Gas Turbocharged",1,1,1,0,0,0,0,87499.0
"Dark Blue Metallic",Black,"Secaucus, NJ",Porsche,Macan,46144,"S AWD",2016,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,35686.0
White,Black,"Medford, NY",Porsche,Cayenne,68979,"S AWD",2013,"4.8L V-8 Gas",0,2,1,0,0,0,0,28990.0
"Meteor Gray Metallic","Havanna/Sand Beige","Stratford, CT",Porsche,Cayenne,98305,"Tiptronic AWD",2009,"3.6L V-6 Gas",1,5,1,0,0,0,0,10809.0
"Jet Black Metallic","Luxor Beige","South Amboy, NJ",Porsche,Cayenne,43177,"Platinum Edition AWD",2017,"3.6L V-6 Gas",1,1,1,0,0,0,0,35450.0
"Agate Gray Metallic",Black,"Hillside, NJ",Porsche,Macan,85553,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,25777.0
White,"Black/Luxor Beige","Larchmont, NY",Porsche,"718 Boxster",9952,Roadster,2018,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,57091.0
"Carrara White Metallic",Black,"New York, NY",Porsche,Cayenne,4761,"Coupe AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,77995.0
Black,Black,"New York, NY",Porsche,Cayenne,47540,"S Hybrid AWD",2014,"3.0L V-6 Hybrid Supercharged",0,2,1,0,0,0,0,27774.0
Burgundy,"Saddle Brown/Luxor Beige","Medford, NY",Porsche,Macan,12382,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,52990.0
Gy,Black,"New York, NY",Porsche,Cayenne,4839,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69995.0
"Jet Black Metallic","Black/Cohiba Brown","Bronx, NY",Porsche,Cayenne,64953,"S AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,42995.0
"Volcano Grey Metallic",Black,"Larchmont, NY",Porsche,Macan,4283,"S AWD",2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,62995.0
"Racing Yellow",Black,"New York, NY",Porsche,911,3635,"Carrera 4S Cabriolet",2019,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,127995.0
Unknown,Unknown,"Verona, NJ",Porsche,Panamera,6512,"4 E-Hybrid AWD",2019,"2.9L V-6 Plug-In Hybrid Turbocharged",0,2,1,0,0,0,0,86555.0
"Moonlight Blue Metallic","Slate Grey","New York, NY",Porsche,Cayenne,1014,AWD,2019,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,69500.0
"Sapphire Blue Metallic","Saddle Brown/Luxor Beige","Hillside, NJ",Porsche,Panamera,20169,"4S AWD",2018,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,73333.0
"Rhodium Silver Metallic",Black,"Larchmont, NY",Porsche,Cayenne,31290,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,47491.0
"Jet Black Metallic",Black,"Lodi, NJ",Porsche,Macan,80493,"S AWD",2016,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,28895.0
White,Beige,"Medford, NY",Porsche,Macan,34849,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42590.0
Chalk,Black,"Staten Island, NY",Porsche,911,7562,"Turbo S",2018,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,173999.0
"Moonlight Blue Metallic","Black/Luxor Beige","Larchmont, NY",Porsche,Cayenne,35510,"S AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,58492.0
White,Unknown,"Verona, NJ",Porsche,Cayenne,2439,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69200.0
White,Tan,"Jamaica, NY",Porsche,Macan,23365,AWD,2019,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,49220.0
White,"Luxor Beige","Freeport, NY",Porsche,Cayenne,40589,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,42990.0
"Volcano Gray Metallic",Black,"East Hartford, CT",Porsche,Panamera,43548,RWD,2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,63949.0
"Carrara White Metallic","Black/Luxor Beige","Larchmont, NY",Porsche,Macan,18977,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,54998.0
"Volcano Grey Metallic",Black,"East Hartford, CT",Porsche,Macan,9056,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,0,1,0,0,0,0,52496.0
"Gt Silver Metallic",Black,"New York, NY",Porsche,"718 Cayman",23,"GTS Coupe",2019,"2.5L Flat-4 Gas Turbocharged",0,0,1,0,0,0,0,85995.0
"Dark Blue Metallic",Unknown,"Newark, NJ",Porsche,Cayenne,127742,"Turbo AWD",2013,"4.8L V-8 Gas Turbocharged",1,2,1,0,0,0,0,25995.0
Black,Brown,"Naugatuck, CT",Porsche,Cayenne,62800,"GTS AWD",2013,"4.8L V-8 Gas",1,2,1,0,0,0,0,31495.0
Blk,Black,"New York, NY",Porsche,Macan,5076,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,52995.0
White,Black,"Saint James, NY",Porsche,911,19300,Carrera,2017,"3.0L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,83899.0
White,Brown,"Medford, NY",Porsche,Macan,39968,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,44590.0
"Miami Blue",Black,"New York, NY",Porsche,"718 Boxster",20440,"S Roadster",2018,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,66995.0
"Rhodium Silver Metallic",Black,"Hillside, NJ",Porsche,Cayenne,63396,AWD,2016,"3.6L V-6 Gas",1,3,1,0,0,0,0,29555.0
"Jet Black Metallic","Luxor Beige","Hillside, NJ",Porsche,Cayenne,66448,"GTS AWD",2013,"4.8L V-8 Gas",1,4,1,0,0,0,0,32444.0
"Agate Grey Metallic",Black,"New York, NY",Porsche,911,29273,"Carrera S Cabriolet",2017,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,93995.0
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Taycan,3131,Turbo,2020,"L - Electric",0,1,1,0,0,0,0,148800.0
Gy,Black,"New York, NY",Porsche,Macan,4540,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,53995.0
Bk,Black,"New York, NY",Porsche,Macan,5803,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,52995.0
"Jet Black Metallic",Black,"Wall Township, NJ",Porsche,Cayman,27842,"S Coupe",2017,"2.5L Flat-4 Gas Turbocharged",1,2,1,0,0,0,0,49995.0
"Jet Black Metallic",Black,"Wall Township, NJ",Porsche,Cayman,27842,"S Coupe",2017,"2.5L Flat-4 Gas Turbocharged",1,2,1,0,0,0,0,49995.0
"Carrara White Metallic",Black,"South Amboy, NJ",Porsche,Cayenne,41455,"S E-Hybrid Platinum Edition AWD",2018,"3.0L V-6 Plug-In Hybrid Supercharged",1,1,1,0,0,0,0,49990.0
"Agate Grey Metallic",Tan,"Jamaica, NY",Porsche,Panamera,16418,"4 E-Hybrid AWD",2018,"2.9L V-6 Plug-In Hybrid Turbocharged",0,1,1,0,0,0,0,72980.0
"Carmine Red",Black,"Union, NJ",Porsche,"718 Cayman",16652,Coupe,2018,"2.0L Flat-4 Gas Turbocharged",0,2,1,0,0,0,0,50999.0
Black,Black,"Larchmont, NY",Porsche,Panamera,20239,"4 E-Hybrid AWD",2018,"2.9L V-6 Plug-In Hybrid Turbocharged",0,1,1,0,0,0,0,79995.0
"Jet Black Metallic",Black,"Larchmont, NY",Porsche,911,17049,"Carrera S",2015,"3.8L Flat-6 Gas",0,2,1,0,0,0,0,83991.0
"Night Blue Metallic","Black/Luxor Beige","East Hartford, CT",Porsche,Macan,48310,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,35599.0
Unknown,Unknown,"Edison, NJ",Porsche,Boxster,46727,S,2013,"3.4L Flat-6 Gas",0,1,1,0,0,0,0,43900.0
Black,Black,"Great Neck, NY",Porsche,Cayenne,29045,AWD,2018,"3.6L V-6 Gas Turbocharged",1,1,1,0,0,0,0,44495.0
White,Black,"Huntington Station, NY",Porsche,Cayenne,4394,"E-Hybrid AWD",2020,"3.0L V-6 Plug-In Hybrid Supercharged",0,1,1,0,0,0,0,82900.0
Wt,Black,"New York, NY",Porsche,Macan,3119,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,53995.0
Bk,Black,"New York, NY",Porsche,Cayenne,22835,"GTS AWD",2017,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,71995.0
Unknown,Black,"Edison, NJ",Porsche,"718 Cayman",7344,"S Coupe",2019,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,69900.0
Black,"Slate Grey","New York, NY",Porsche,Cayenne,5235,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,71995.0
"Racing Yellow",Espresso/Cognac,"New York, NY",Porsche,911,16365,"Carrera 4S",2018,"3.0L Flat-6 Gas Turbocharged",0,1,0,0,0,0,1,110995.0
"Miami Blue",Black,"New York, NY",Porsche,Macan,2141,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,54995.0
"Jet Black Metallic",Black,"Hillside, NJ",Porsche,Panamera,66667,"S E-Hybrid",2015,"3.0L V-6 Hybrid Supercharged",1,2,1,0,0,0,0,36555.0
"Polar Silver Metallic",Black,"Morristown, NJ",Porsche,Boxster,38940,"2dr Roadster Tiptronic",2002,"2.7L Flat-6 Gas",0,7,1,0,0,0,0,15995.0
Black,Black,"Elmwood Park, NJ",Porsche,Macan,28958,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,34295.0
"Moonlight Blue Metallic",Black,"Huntington Station, NY",Porsche,Cayenne,17143,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65900.0
Unknown,Black,"Edison, NJ",Porsche,Cayenne,4570,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65900.0
Unknown,Unknown,"Greenvale, NY",Porsche,Cayman,11234,S,2016,"3.4L Flat-6 Gas",0,1,1,0,0,0,0,57995.0
"Volcano Grey Metallic",Black,"Bridgeport, CT",Porsche,Macan,24820,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,3,1,0,0,0,0,57900.0
"Night Blue Metallic","Garnet Red/Black","New York, NY",Porsche,Macan,13591,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65995.0
"Volcano Grey Metallic","Agate Grey","East Hartford, CT",Porsche,Macan,48155,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,40599.0
White,Black,"Hillside, NJ",Porsche,Cayenne,41573,"GTS AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,63333.0
"Dark Blue Metallic",Unknown,"Smithtown, NY",Porsche,Boxster,28000,Roadster,2015,"2.7L Flat-6 Gas",0,2,1,0,0,0,0,NULL
Sliver,Black,"New York, NY",Porsche,Cayenne,20169,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,54995.0
"Night Blue Metallic","Black/Garnet Red","New York, NY",Porsche,Macan,26865,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,57995.0
"Dark Blue Metallic","Umber/Light Tartufo","Hillside, NJ",Porsche,Cayenne,93077,"GTS AWD",2013,"4.8L V-8 Gas",0,3,1,0,0,0,0,27777.0
"Night Blue Metallic",Black,"Larchmont, NY",Porsche,Macan,7649,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,53995.0
"Sand White",Brown,"North Plainfield, NJ",Porsche,Cayenne,89884,"Turbo AWD",2011,"4.8L V-8 Gas Turbocharged",0,0,1,0,0,0,0,27900.0
White,Black,"New York, NY",Porsche,Taycan,1813,4S,2020,"L - Electric",0,1,1,0,0,0,0,116500.0
Black,Black,"Larchmont, NY",Porsche,Cayenne,17543,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,55995.0
"Guards Red",Black,"Larchmont, NY",Porsche,911,26430,"Carrera 4S",2016,"3.8L Flat-6 Gas",0,2,1,0,0,0,0,90494.0
"Dark Blue Metallic",Espresso,"Huntington Station, NY",Porsche,Macan,50454,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,35900.0
Unknown,"Luxor Beige","Edison, NJ",Porsche,Cayenne,15704,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,52480.0
"Sapphire Blue Metallic","Agate Gray","Hartford, CT",Porsche,Panamera,38286,Hatchback,2015,"3.6L V-6 Gas",1,1,1,0,0,0,0,40900.0
"Carrara White Metallic",Black,"New York, NY",Porsche,Cayenne,4982,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,71995.0
Unknown,"Black/Luxor Beige","Ocean, NJ",Porsche,Cayenne,30385,"Platinum Edition AWD",2018,"3.6L V-6 Gas",1,1,1,0,0,0,0,44905.0
"Seal Grey Metallic",Black,"Massapequa, NY",Porsche,Boxster,54058,S,2005,"3.2L Flat-6 Gas",0,4,1,0,0,0,0,23985.0
Black,"Agate Grey","Huntington Station, NY",Porsche,Panamera,44319,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68900.0
Black,Black,"New York, NY",Porsche,Macan,17598,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
"Agate Grey Metallic",Unknown,"Lodi, NJ",Porsche,Macan,54000,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,31777.0
Gy,Black,"New York, NY",Porsche,Macan,4423,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,54995.0
Black,Black,"Medford, NY",Porsche,Macan,35425,"S AWD",2016,"3.0L V-6 Gas Turbocharged",0,3,1,0,0,0,0,39590.0
Gy,Black,"Huntington Station, NY",Porsche,Macan,31368,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,59900.0
Blue,Gray,"Naugatuck, CT",Porsche,911,6200,"Turbo S Cabriolet",2017,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,159995.0
White,Black,"Huntington Station, NY",Porsche,Cayenne,7632,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68900.0
Black,Black,"Harriman, NY",Porsche,Panamera,24801,4,2016,"3.6L V-6 Gas",0,1,1,0,0,0,0,49999.0
Unknown,Black,"Edison, NJ",Porsche,Taycan,1476,4S,2020,"L - Electric",0,1,1,0,0,0,0,116900.0
"Volcano Gray Metallic","Black/Garnet Red","Larchmont, NY",Porsche,Macan,23020,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,44995.0
Gy,Black,"New York, NY",Porsche,Cayenne,35858,AWD,2019,"3.0L V-6 Gas Turbocharged",0,0,1,0,0,0,0,61995.0
Unknown,"Bordeaux Red","Edison, NJ",Porsche,911,8450,"Carrera 4S",2017,"3.0L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,109900.0
"Night Blue Metallic","Saddle Brown","New York, NY",Porsche,Panamera,23134,GTS,2016,"4.8L V-8 Gas",0,1,1,0,0,0,0,69995.0
"Night Blue Metallic","Black/Garnet Red","New York, NY",Porsche,Macan,16340,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,45995.0
"Carrara White Metallic","Black/Luxor Beige","New York, NY",Porsche,Panamera,40931,"4S AWD",2018,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,80995.0
"Carrara White Metallic",Black,"New York, NY",Porsche,Cayenne,6492,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68500.0
White,Black,"Parsippany, NJ",Porsche,Cayenne,48411,"S E-Hybrid Platinum Edition AWD",2017,"3.0L V-6 Plug-In Hybrid Supercharged",1,3,1,0,0,0,0,42495.0
Gy,Black,"New York, NY",Porsche,Cayenne,6646,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
Tan,Black,"Jamaica, NY",Porsche,Macan,32221,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,61930.0
"Carrara White Metallic","Black/Garnet Red","New York, NY",Porsche,Cayenne,26159,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,49500.0
Gray,Brown,"Medford, NY",Porsche,Macan,28066,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42990.0
Black,"Luxor Beige","Woodbridge, NJ",Porsche,Panamera,39007,4,2016,"3.6L V-6 Gas",0,3,1,0,0,0,0,42995.0
"Night Blue Metallic",Black,"New York, NY",Porsche,Macan,11172,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,48990.0
"Arctic Silver Metallic",Gray,"Medford, NY",Porsche,Boxster,49954,Roadster,2009,"2.9L Flat-6 Gas",0,4,1,0,0,0,0,25990.0
Bk,Black,"New York, NY",Porsche,Macan,2136,"S AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
"Volcano Grey Metallic","Agate Grey/Pebble Grey","Huntington Station, NY",Porsche,Macan,38898,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42900.0
"Gt Silver Metallic",Black,"New York, NY",Porsche,911,8321,"Carrera GTS",2019,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,130500.0
Unknown,Unknown,"Ocean, NJ",Porsche,Macan,45718,"S AWD",2018,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,41905.0
"Moonlight Blue Metallic",Black,"Hasbrouck Heights, NJ",Porsche,Cayenne,4357,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,66498.0
Black,Black,"Medford, NY",Porsche,Cayenne,20337,AWD,2017,"3.6L V-6 Gas",0,2,1,0,0,0,0,47590.0
Brown,"Black/Luxor Beige","Huntington Station, NY",Porsche,Cayenne,29807,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,52900.0
"Cobalt Blue Metallic",Black,"Farmingdale, NY",Porsche,911,12309,Turbo,2007,"3.6L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,88500.0
"Racing Yellow","Black W/Red Stitching","Great Neck, NY",Porsche,"718 Cayman",66,"GT4 Coupe",2021,"4.0L Flat-6 Gas",0,0,1,0,0,0,0,NULL
"Rhodium Silver Metallic",Black,"New York, NY",Porsche,Cayenne,9387,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,67450.0
Unknown,Black,"Edison, NJ",Porsche,Macan,4461,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,51900.0
"Meteor Grey Metallic",Black,"Huntington Station, NY",Porsche,Cayenne,23478,AWD,2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,48900.0
White,Black,"New York, NY",Porsche,911,7,"Carrera 4S Coupe",2019,"3.0L Flat-6 Gas Turbocharged",0,0,1,0,0,0,0,129995.0
Black,Black,"Huntington Station, NY",Porsche,"718 Boxster",9075,"S Roadster",2018,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,68000.0
"Volcano Grey Metallic",Black,"New York, NY",Porsche,Panamera,16928,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,76995.0
"Carrara White Metallic",Black,"Lodi, NJ",Porsche,911,41591,"Carrera S",2017,"3.0L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,82895.0
"Jet Black Metallic",Black,"Larchmont, NY",Porsche,Panamera,23882,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,73992.0
"Rhodium Silver Metallic",Black,"Larchmont, NY",Porsche,Macan,27902,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40991.0
Charcoal,Black,"Manasquan, NJ",Porsche,911,19065,"Turbo Cabriolet",2008,"3.6L Flat-6 Gas Turbocharged",0,3,1,0,0,0,0,88900.0
"Jet Black Metallic",Black,"South Amboy, NJ",Porsche,Cayenne,28482,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,49990.0
"Volcano Grey Metallic","Black/Garnet Red","Larchmont, NY",Porsche,Macan,27100,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65996.0
"Biscay Blue Metallic","Slate Gray/Mojave Beige","Larchmont, NY",Porsche,Cayenne,7468,"S AWD",2019,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,83995.0
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Macan,7755,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,52995.0
"Jet Black Metallic","Bordeaux Red","Larchmont, NY",Porsche,"718 Cayman",11962,Coupe,2019,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,62995.0
White,"Luxor Beige","Bay Shore, NY",Porsche,Panamera,41450,4,2015,"3.6L V-6 Gas",1,3,1,0,0,0,0,40988.0
Black,Red,"Elmont, NY",Porsche,Cayenne,38699,"Platinum Edition AWD",2017,"3.6L V-6 Gas",2,1,1,0,0,0,0,45950.0
"Agate Grey Metallic","Saddle Brown","Larchmont, NY",Porsche,Macan,33936,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,63995.0
"Platinum Silver Metallic","Carrera Red","Westerly, RI",Porsche,911,19055,"Carrera S Cabriolet",2013,"3.8L Flat-6 Gas",1,4,1,0,0,0,0,76022.0
"Agate Gray Metallic","Luxor Beige","Medford, NY",Porsche,Macan,75358,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,30990.0
"Guards Red",Black,"Brooklyn, NY",Porsche,911,12826,GT3,2018,"4.0L Flat-6 Gas",0,1,1,0,0,0,0,180000.0
"Dolomite Silver Metallic",Black,"Huntington Station, NY",Porsche,Taycan,27,Turbo,2020,"L - Electric",0,1,1,0,0,0,0,185000.0
"Jet Black Metallic",Black,"Hillside, NJ",Porsche,Panamera,32064,"4 E-Hybrid AWD",2018,"2.9L V-6 Plug-In Hybrid Turbocharged",1,1,1,0,0,0,0,NULL
Black,Brown,"Medford, NY",Porsche,Macan,42835,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,61990.0
"Guards Red",Black,"New York, NY",Porsche,911,1037,GT3,2018,"4.0L Flat-6 Gas",0,1,1,0,0,0,0,188500.0
"Guards Red",Black,"Medford, NY",Porsche,Boxster,37250,Roadster,2011,"2.9L Flat-6 Gas",0,3,1,0,0,0,0,30990.0
Gy,"Black/Luxor Beige","New York, NY",Porsche,Macan,29723,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995.0
Black,Black,"Medford, NY",Porsche,Cayenne,30896,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,47590.0
